User ID,Username,Email,Role,Facility,Status,Last Login,Created At
356,"saipumsc","saipumsc@kolasib.com","facility","",Active,,"N/A"
357,"sairangphc","sairangphc@aizawlwest.com","facility","",Active,,"N/A"
358,"sairangsc","sairangsc@aizawlwest.com","facility","",Active,,"N/A"
360,"saizawhsc","saizawhsc@lawngtlai.com","facility","",Active,,"N/A"
361,"sakawrdaiayushsc","sakawrdaiayushsc@aizawleast.com","facility","",Active,,"N/A"
362,"sakawrdaisc","sakawrdaisc@aizawleast.com","facility","",Active,,"N/A"
363,"sakawrtuichhunayushsc","sakawrtuichhunayushsc@aizawleast.com","facility","",Active,,"N/A"
364,"sakawrtuichhunsc","sakawrtuichhunsc@aizawlwest.com","facility","",Active,,"N/A"
365,"salemsc","salemsc@aizawlwest.com","facility","",Active,,"N/A"
366,"samlukhaisc","samlukhaisc@aizawlwest.com","facility","",Active,,"N/A"
367,"samthangsc","samthangsc@champhai.com","facility","",Active,,"N/A"
368,"sangauphc","sangauphc@lawngtlai.com","facility","",Active,,"N/A"
369,"sangausc","sangausc@lawngtlai.com","facility","",Active,,"N/A"
370,"sateeksc","sateeksc@aizawlwest.com","facility","",Active,,"N/A"
371,"sawlengayushsc","sawlengayushsc@aizawleast.com","facility","",Active,,"N/A"
372,"sawlengsc","sawlengsc@aizawleast.com","facility","",Active,,"N/A"
373,"sazaikawnuphc","sazaikawnuphc@lunglei.com","facility","",Active,,"N/A"
374,"sazepsc","sazepsc@champhai.com","facility","",Active,,"N/A"
375,"selamsc","selamsc@champhai.com","facility","",Active,,"N/A"
376,"selingsc","selingsc@aizawleast.com","facility","",Active,,"N/A"
377,"serchhipsc","serchhipsc@serchhip.com","facility","",Active,,"N/A"
378,"serkawrsc","serkawrsc@saiha.com","facility","",Active,,"N/A"
379,"serkhansc","serkhansc@kolasib.com","facility","",Active,,"N/A"
380,"sertesc","sertesc@lunglei.com","facility","",Active,,"N/A"
381,"sertlangpuisc","sertlangpuisc@lunglei.com","facility","",Active,,"N/A"
382,"serzawlsc","serzawlsc@aizawleast.com","facility","",Active,,"N/A"
383,"sesawmsc","sesawmsc@lunglei.com","facility","",Active,,"N/A"
384,"sesawngayushsc","sesawngayushsc@aizawleast.com","facility","",Active,,"N/A"
385,"sesawngsc","sesawngsc@aizawleast.com","facility","",Active,,"N/A"
386,"sesihphc","sesihphc@champhai.com","facility","",Active,,"N/A"
387,"sesihsc","sesihsc@champhai.com","facility","",Active,,"N/A"
388,"sethlunuhwc","sethlunuhwc@lunglei.com","facility","",Active,,"N/A"
389,"siachangkawnsc","siachangkawnsc@lawngtlai.com","facility","",Active,,"N/A"
390,"sialhausc","sialhausc@serchhip.com","facility","",Active,,"N/A"
391,"sialhawkphc","sialhawkphc@champhai.com","facility","",Active,,"N/A"
392,"sialhawksc","sialhawksc@champhai.com","facility","",Active,,"N/A"
393,"sialsukphc","sialsukphc@aizawlwest.com","facility","",Active,,"N/A"
394,"sialsuksc","sialsuksc@aizawlwest.com","facility","",Active,,"N/A"
395,"siatasc","siatasc@saiha.com","facility","",Active,,"N/A"
396,"sihfasc","sihfasc@aizawleast.com","facility","",Active,,"N/A"
397,"sihphirsc","sihphirsc@aizawleast.com","facility","",Active,,"N/A"
398,"sihphiruphc","sihphiruphc@aizawleast.com","facility","",Active,,"N/A"
399,"silsurisc","silsurisc@mamit.com","facility","",Active,,"N/A"
400,"suangpuilawnphc","suangpuilawnphc@aizawleast.com","facility","",Active,,"N/A"
401,"suangpuilawnsc","suangpuilawnsc@aizawleast.com","facility","",Active,,"N/A"
402,"suarhliapsc","suarhliapsc@mamit.com","facility","",Active,,"N/A"
403,"sumsiluisc","sumsiluisc@lawngtlai.com","facility","",Active,,"N/A"
404,"sumsuihsc","sumsuihsc@aizawlwest.com","facility","",Active,,"N/A"
405,"tachhipsc","tachhipsc@aizawlwest.com","facility","",Active,,"N/A"
406,"tanhrilsc","tanhrilsc@aizawlwest.com","facility","",Active,,"N/A"
407,"tarphosc","tarphosc@lunglei.com","facility","",Active,,"N/A"
408,"tawipuinsc","tawipuinsc@lunglei.com","facility","",Active,,"N/A"
409,"tawipuisphc","tawipuisphc@lunglei.com","facility","",Active,,"N/A"
410,"tawipuissc","tawipuissc@lunglei.com","facility","",Active,,"N/A"
411,"teikhangsc","teikhangsc@champhai.com","facility","",Active,,"N/A"
412,"thanglailungsc","thanglailungsc@aizawleast.com","facility","",Active,,"N/A"
413,"theiriatayushsc","theiriatayushsc@lunglei.com","facility","",Active,,"N/A"
414,"theiriatsc","theiriatsc@lunglei.com","facility","",Active,,"N/A"
415,"theivasc","theivasc@saiha.com","facility","",Active,,"N/A"
416,"thenhlumayushsc","thenhlumayushsc@lunglei.com","facility","",Active,,"N/A"
417,"thenhlumsc","thenhlumsc@lunglei.com","facility","",Active,,"N/A"
418,"thentlangsc","thentlangsc@serchhip.com","facility","",Active,,"N/A"
419,"thenzawlsc","thenzawlsc@serchhip.com","facility","",Active,,"N/A"
420,"thiltlangsc","thiltlangsc@lunglei.com","facility","",Active,,"N/A"
421,"thingdawlayushsc","thingdawlayushsc@kolasib.com","facility","",Active,,"N/A"
422,"thingdawlsc","thingdawlsc@kolasib.com","facility","",Active,,"N/A"
423,"thingfalsc","thingfalsc@lunglei.com","facility","",Active,,"N/A"
424,"thinghlunsc","thinghlunsc@mamit.com","facility","",Active,,"N/A"
425,"thingkahsc","thingkahsc@lawngtlai.com","facility","",Active,,"N/A"
426,"thingliansc","thingliansc@serchhip.com","facility","",Active,,"N/A"
427,"thingsaiphc","thingsaiphc@lunglei.com","facility","",Active,,"N/A"
428,"thingsaisc","thingsaisc@lunglei.com","facility","",Active,,"N/A"
429,"thingsatsc","thingsatsc@aizawleast.com","facility","",Active,,"N/A"
430,"thingsulthliahphc","thingsulthliahphc@aizawleast.com","facility","",Active,,"N/A"
431,"thingsulthliahsc","thingsulthliahsc@aizawleast.com","facility","",Active,,"N/A"
432,"thualthusc","thualthusc@lunglei.com","facility","",Active,,"N/A"
433,"thuampuiayushsc","thuampuiayushsc@lunglei.com","facility","",Active,,"N/A"
434,"thuampuiaizawleastsc","thuampuiaizawleastsc@aizawleast.com","facility","",Active,,"N/A"
435,"thuampuilungleisc","thuampuilungleisc@lunglei.com","facility","",Active,,"N/A"
436,"tinghmunsc","tinghmunsc@aizawleast.com","facility","",Active,,"N/A"
437,"tiperaghatayushsc","tiperaghatayushsc@lunglei.com","facility","",Active,,"N/A"
438,"tiperaghatsc","tiperaghatsc@lunglei.com","facility","",Active,,"N/A"
439,"tlangnuamsc","tlangnuamsc@aizawlwest.com","facility","",Active,,"N/A"
440,"tlangpuisc","tlangpuisc@champhai.com","facility","",Active,,"N/A"
441,"tlangsamsc","tlangsamsc@champhai.com","facility","",Active,,"N/A"
442,"tlungvelsc","tlungvelsc@aizawleast.com","facility","",Active,,"N/A"
443,"tongkolongsc","tongkolongsc@saiha.com","facility","",Active,,"N/A"
444,"tualbungsc","tualbungsc@aizawleast.com","facility","",Active,,"N/A"
446,"tualchengsc","tualchengsc@champhai.com","facility","",Active,,"N/A"
447,"tualpuisc","tualpuisc@champhai.com","facility","",Active,,"N/A"
448,"tualtesc","tualtesc@champhai.com","facility","",Active,,"N/A"
449,"tuichawngayushsc","tuichawngayushsc@lunglei.com","facility","",Active,,"N/A"
450,"tuichawngsc","tuichawngsc@lunglei.com","facility","",Active,,"N/A"
451,"tuidamsc","tuidamsc@mamit.com","facility","",Active,,"N/A"
452,"tuikualsc","tuikualsc@aizawlwest.com","facility","",Active,,"N/A"
453,"tuipanglsc","tuipanglsc@saiha.com","facility","",Active,,"N/A"
454,"tuipangphc","tuipangphc@saiha.com","facility","",Active,,"N/A"
455,"tuipangvsc","tuipangvsc@saiha.com","facility","",Active,,"N/A"
456,"tuipuidsc","tuipuidsc@lunglei.com","facility","",Active,,"N/A"
457,"tuipuibarisc","tuipuibarisc@mamit.com","facility","",Active,,"N/A"
458,"tuipuiferrysc","tuipuiferrysc@saiha.com","facility","",Active,,"N/A"
459,"tuirialkaiuhwc","tuirialkaiuhwc@aizawleast.com","facility","",Active,,"N/A"
460,"tuirialsc","tuirialsc@aizawleast.com","facility","",Active,,"N/A"
461,"tuisenchhuahsc","tuisenchhuahsc@lunglei.com","facility","",Active,,"N/A"
462,"tuisihsc","tuisihsc@saiha.com","facility","",Active,,"N/A"
463,"tuisumpuisc","tuisumpuisc@saiha.com","facility","",Active,,"N/A"
464,"tuithavengsc","tuithavengsc@kolasib.com","facility","",Active,,"N/A"
465,"tuithumhnarayushsc","tuithumhnarayushsc@lawngtlai.com","facility","",Active,,"N/A"
466,"tuithumhnarsc","tuithumhnarsc@lawngtlai.com","facility","",Active,,"N/A"
467,"tuivamitsc","tuivamitsc@aizawlwest.com","facility","",Active,,"N/A"
468,"tuivamituhwc","tuivamituhwc@aizawlwest.com","facility","",Active,,"N/A"
469,"tumpuisc","tumpuisc@kolasib.com","facility","",Active,,"N/A"
470,"upperrepublicsc","upperrepublicsc@aizawleast.com","facility","",Active,,"N/A"
471,"vahaisc","vahaisc@saiha.com","facility","",Active,,"N/A"
472,"vaikhawtlangsc","vaikhawtlangsc@champhai.com","facility","",Active,,"N/A"
473,"vairengtesc","vairengtesc@kolasib.com","facility","",Active,,"N/A"
474,"vaisamsc","vaisamsc@lunglei.com","facility","",Active,,"N/A"
475,"vaitinsc","vaitinsc@aizawleast.com","facility","",Active,,"N/A"
476,"vaivakawnsc","vaivakawnsc@aizawlwest.com","facility","",Active,,"N/A"
477,"vanbawngsc","vanbawngsc@aizawleast.com","facility","",Active,,"N/A"
478,"vanchengpuisc","vanchengpuisc@champhai.com","facility","",Active,,"N/A"
479,"vantlangsc","vantlangsc@champhai.com","facility","",Active,,"N/A"
480,"vanzausc","vanzausc@champhai.com","facility","",Active,,"N/A"
481,"vaparsc","vaparsc@champhai.com","facility","",Active,,"N/A"
482,"vaphaiayushsc","vaphaiayushsc@champhai.com","facility","",Active,,"N/A"
483,"vaphaisc","vaphaisc@champhai.com","facility","",Active,,"N/A"
484,"vathuampuisc","vathuampuisc@lawngtlai.com","facility","",Active,,"N/A"
485,"vawmbuksc","vawmbuksc@lawngtlai.com","facility","",Active,,"N/A"
486,"venghluisc","venghluisc@aizawleast.com","facility","",Active,,"N/A"
487,"venghlunsc","venghlunsc@lunglei.com","facility","",Active,,"N/A"
488,"venghnuaiayushsc","venghnuaiayushsc@aizawleast.com","facility","",Active,,"N/A"
489,"venghnuaisc","venghnuaisc@aizawleast.com","facility","",Active,,"N/A"
490,"vengtharuhwc","vengtharuhwc@kolasib.com","facility","",Active,,"N/A"
491,"verveksc","verveksc@aizawleast.com","facility","",Active,,"N/A"
492,"wbunghmunsc","wbunghmunsc@mamit.com","facility","",Active,,"N/A"
493,"wphailengphc","wphailengphc@mamit.com","facility","",Active,,"N/A"
494,"wphailengsc","wphailengsc@mamit.com","facility","",Active,,"N/A"
495,"zaingenvenguhwc","zaingenvenguhwc@champhai.com","facility","",Active,,"N/A"
496,"zamuangsc","zamuangsc@mamit.com","facility","",Active,,"N/A"
497,"zanlawnsc","zanlawnsc@kolasib.com","facility","",Active,,"N/A"
498,"zawlnuamphc","zawlnuamphc@mamit.com","facility","",Active,,"N/A"
499,"zawlnuamsc","zawlnuamsc@mamit.com","facility","",Active,,"N/A"
500,"zawlpuisc","zawlpuisc@lunglei.com","facility","",Active,,"N/A"
501,"zawnglingsc","zawnglingsc@saiha.com","facility","",Active,,"N/A"
502,"zemabawklungbialuhwc","zemabawklungbialuhwc@aizawleast.com","facility","",Active,,"N/A"
503,"zemabawksc","zemabawksc@aizawleast.com","facility","",Active,,"N/A"
504,"zemabawkuphc","zemabawkuphc@aizawleast.com","facility","",Active,,"N/A"
505,"zobawksc","zobawksc@lunglei.com","facility","",Active,,"N/A"
506,"zodinsc","zodinsc@lunglei.com","facility","",Active,,"N/A"
507,"zohmunsc","zohmunsc@aizawleast.com","facility","",Active,,"N/A"
508,"zohnuaisc","zohnuaisc@lunglei.com","facility","",Active,,"N/A"
509,"zokhawtharsc","zokhawtharsc@champhai.com","facility","",Active,,"N/A"
510,"zotechamphaisc","zotechamphaisc@champhai.com","facility","",Active,,"N/A"
511,"zotessc","zotessc@serchhip.com","facility","",Active,,"N/A"
512,"zotlangaizawlsc","zotlangaizawlsc@aizawlwest.com","facility","",Active,,"N/A"
513,"zotlanglungleisc","zotlanglungleisc@lunglei.com","facility","",Active,,"N/A"
514,"zuangtuisc","zuangtuisc@aizawleast.com","facility","",Active,,"N/A"
188,"kolasibvengtharuhwc","kolasibvengtharsc@kolasib.com","facility","",Active,,"N/A"
518,"ramtharaizawlsc","","facility","",Active,,"N/A"
520,"ailawngmamitsc","","facility","",Active,,"N/A"
521,"hlimenhwc","","facility","",Active,,"N/A"
522,"kanansc","","facility","",Active,,"N/A"
14,"beltheisc","beltheisc@lunglei.com","facility","",Active,,"N/A"
254,"nhlimensc","nhlimensc@kolasib.com","facility","",Active,,"N/A"
63,"chawlhhmun","chawlhhmun@aizawlwest.com","facility","",Active,,"N/A"
149,"oldsachansc","oldsachansc@lunglei.com","facility","",Active,,"N/A"
524,"hlimensc","hlimensc@aizawlwest.com","facility","",Active,,"N/A"
526,"ramtharscaizawl","ramtharsc@aizawleast.com","facility","",Active,,"N/A"
527,"venglaisc","venglaisc@kolasib.com","facility","",Active,,"N/A"
359,"saitualsc","saitualsc@aizawleast.com","facility","",Active,,"N/A"
445,"tualchengayushsc","tualchengayushsc@champhai.com","facility","",Active,,"N/A"
